Cód. Oficina,Nombre Oficina,Municipio,Departamento,Días de apertura,Dirección,Extension,Teléfono
5115,CHINACOTA,Chinácota,Norte de Santander,MARTES A VIERNES Y      SÁBADO,CALLE 3 No. 3-56 Esquina,27420   45051   45208   45288   45378   45467,6013821400
1512,CHINAVITA,Chinavita,Boyacá,MARTES A VIERNES Y      SÁBADO,Calle 4 No. 3 - 32,28269   47113   47175   47471,6013821400
6074,CHIPATA,Chipatá,Santander,LUNES A VIERNES,Calle 3 No. 5 - 37,28653   47065   47483,6013821400
1530,CHIQUINQUIRA,Chiquinquirá,Boyacá,LUNES A VIERNES,Carrera 10 No 14-27,28490   28491   28492   47007   47041   47133   47232   47233   47308   47324   47379   47397   47415   47439   47466   47488   47499   47504,6013821400
2422,CHIRIGUANA,Chiriguaná,Cesar,LUNES A VIERNES,Calle 8 No 2-148,25490   44076   44144   44214   44249   44341   44426   44471   44511,6013821400
1514,CHISCAS,Chiscas,Boyacá,LUNES A VIERNES,Calle 4 No 3-64 Centro,26293   47102   47424,6013821400
1518,CHITA,Chita,Boyacá,LUNES A VIERNES,Calle 4 No. 4 - 43,28278   47020   47229   47289   47474,6013821400
5122,CHITAGA,Chitagá,Norte de Santander,MARTES A SABADO,CRA. 6 N° 3-67,45016   27129   45185   45200   45370   45429,6013821400
1520,CHITARAQUE,Chitaraque,Boyacá,LUNES A VIERNES,Calle 2 No. 3 - 39,28281   47086   47211   47341,6013821400
4205,CHIVOLO,Chivolo,Magdalena,LUNES A VIERNES,TRANSV. 5ª No.3-86     Carrera 13 No.5-54,25149   44065   44348,6013821400
1515,CHIVOR,Chivor,Boyacá,LUNES A VIERNES,Carrera 4 No. 4 -02/06,28276   47101   47369,6013821400
3116,CHOACHI,Choachí,Cundinamarca,LUNES A VIERNES,Carrera 3 NO 4-08,42085   21224   42220   42386   42494   42544   42545   42548   42620,6013821400
3118,CHOCONTA,Chocontá,Cundinamarca,LUNES A VIERNES,Carrera 5 No. 4 - 43,21344   42133   42298   42323   42324   42427   42567   42603   42624   42724,6013821400
4209,CIENAGA,Ciénaga,Magdalena,LUNES A VIERNES,CALLE 12 No. 11 - 52 Barrio Centro,25580   44079   44123   44170   44201   44220   44302   44314   44453,6013821400
2719,CIENAGA DE ORO,Ciénaga De Oro,Córdoba,LUNES A VIERNES,Calle 7 N0.16-04,24880   41030   41229   41266   41315   41366,6013821400
6026,CIMITARRA,Cimitarra,Santander,LUNES A VIERNES,Carrera 4 No 6-24,27570   45056   45148   45349   45369   45483   45501,6013821400
5415,CIRCASIA,Circasia,Quindio,LUNES A VIERNES,CALLE 6 No.13-60,26410   43017   43150   43175   43325,6013821400
1368,CISNEROS,Cisneros,Antioquia,MARTES A SABADO,Calle 20 No.20-05,24560   41055   41258   41382   41411   41420   41441,6013821400
1372,COCORNA,Cocorná,Antioquia,MARTES A SABADO,Carrera 21 No 21-13/17,24143   41022   41269   41347   41514,6013821400
2408,CODAZZI,Agustín Codazzi,Cesar,LUNES A VIERNES,Carrera 16 No. 11-05,25470   44061   44126   44215   44283   44312   44435   44497,6013821400
6631,COELLO,Coello,Tolima,LUNES A VIERNES,Cra. 1 No 1 - 59 Esquina.,28860   49127   49239,6013821400
3910,COLOMBIA,Colombia,Huila,MARTES A VIERNES Y      SÁBADO,Cra. 3 No 7 - 12      Carrera 3 No. 6 – 05 Barrio Unicentro,49120   26260   49494   49564,6013821400
1401,CONCEPCION,Concepción,Antioquia,MARTES A SABADO,Calle 20 No. 21-27,41064   41562,6013821400
6039,CONCEPCION,Concepción,Santander,LUNES A VIERNES,CRA. 4 N° 6-67,45031   24985   45191   45446,6013821400
3320,CONDOTO,Condoto,Chocó,LUNES A VIERNES,Carrera 3 No. 6-7 Barrio el Comercio,24970   41126   41316   41318   41388   41437   41639   41660   41728,6013821400
4884,CONSACA,Consacá,Nariño,MARTES A SABADO,Carrera 6 Calle 2 Esquina Plaza Principal,46072   22969   46203   46524,6013821400
4818,CONTADERO,Contadero,Nariño,LUNES A VIERNES,Carrera 2 No. 5-02,22905   46060   46229   46266,6013821400
6041,CONTRATACION,Contratación,Santander,LUNES A VIERNES,Calle 5 N° 3-20,27610   45103   45342   45502,6013821400
5116,CONVENCION,Convención,Norte de Santander,LUNES A VIERNES,CALLE 5 N° 6-42,27430   45098   45138   45252   45260   45358   45380   45428,6013821400
1355,COPACABANA,Copacabana,Antioquia,LUNES A VIERNES,Carrera 51 No. 49-31,41074   24510   41485   41615,6013821400
5440,CORDOBA,Córdoba,Quindio,MARTES A SABADO,CRA 10  CON CALLE 12 ESQUINA EDIFICIO DEL CAFÉ - PLAZA PRPAL,43032   22317   43188,6013821400
4805,CORDOBA,Córdoba,Nariño,MARTES A VIERNES Y      SÁBADO,CARRERA 3 - CALLE 3B  No. 3 - 15 Parque Principal,46102   46227   46313   46525   46610,6013821400
2114,CORINTO,Corinto,Cauca,MARTES A VIERNES Y      SÁBADO,Calle 7 No. 9-41,22360   46110   46186   46274   46482   46520,6013821400
6043,COROMORO,Coromoro,Santander,LUNES A VIERNES,CRA. 6 N° 4-07,27172   45047   45145,6013821400
6314,COROZAL,Corozal,Sucre,LUNES A VIERNES,Cra.25  Nº. 27-29,25660   44080   44133   44205   44261   44371   44401   44457,6013821400
1522,COVARACHIA,Covarachía,Boyacá,LUNES A VIERNES,Cra. 1 No. 3 - 20 ALCALDIA MUNICIPAL,28283   47075   47263,6013821400
6633,COYAIMA,Coyaima,Tolima,MARTES A VIERNES Y      SÁBADO,Cra.3 No.2-36 Barrio Centro,25997   49095   49176,6013821400
7310,CRAVO NORTE,Cravo Norte,Arauca,LUNES A VIERNES,CALLE 3 No. 4-51,42027   21140   42560,6013821400
1510,CUBARA,Cubará,Boyacá,LUNES A VIERNES,CALLE 4 No.4-56/2-21,42084   21203   42458   42597,6013821400
4505,CUBARRAL,San Luis De Cubarral,Meta,LUNES A VIERNES,Calle 9 No.8-33,42041   21750   42656   42694   42714,6013821400
5101,CUCUTA,Cúcuta,Norte de Santander,LUNES A VIERNES,CALLE 10 No.5-50 Edificio Agrobancario,27037   27038   27039   27040,6013821400
5117,CUCUTILLA,Cucutilla,Norte de Santander,MARTES A SABADO,Carrera 3 No. 4-43/44 Barrio Sogamoso,27120   45100   45136   45187,6013821400
4507,CUMARAL,Cumaral,Meta,LUNES A VIERNES,Cra.21 No.11-04,21760   42025   42246   42333   42334   42353   42479,6013821400
8505,CUMARIBO,Cumaribo,Vichada,LUNES A VIERNES,Carrera 12 No.6-32,21144   42145   42634,6013821400
4814,CUMBAL,Cumbal,Nariño,LUNES A VIERNES,Calle 18 No. 5-99,46046   22900   46188   46410   46470   46483   46587,6013821400
4824,CUMBITARA,Cumbitara,Nariño,MARTES A SABADO,Carrera 4 No. 4 - 20,22915   46114   46346,6013821400
6634,CUNDAY,Cunday,Tolima,MARTES A SABADO,CALLE 6 No.4-50,25999   49071   49646   49695,6013821400
3915,CURILLO,Curillo,Caquetá,LUNES A VIERNES,Calle 11 N° 2-01,49019   28163   49234   49423,6013821400
6030,CURITI,Curití,Santander,LUNES A VIERNES,CRA. 8 N° 8-58,45034   27100   45203   45248   45302   45459,6013821400
1428,DABEIBA,Dabeiba,Antioquia,MARTES A SABADO,Carrera 10 No. 8 - 27 - Carrera Uribe - Uribe,41079   24176   41224   41295   41373   41494   41588   41678,6013821400
6976,DAGUA,Dagua,Valle del Cauca,LUNES A VIERNES,Calle 10 N° 12 – 36,22993   46092   46294   46295   46314   46613,6013821400
6964,DARIEN,Calima,Valle del Cauca,MARTES A VIERNES Y      SÁBADO,Calle 11 No.6-42,22989   46091   46174   46305   46418   46539,6013821400
6648,DOLORES,Dolores,Tolima,MARTES A VIERNES Y      SÁBADO,CRA. 7 No.2-09/17,49025   26283   49382   49654,6013821400
1324,DON MATIAS,Donmatías,Antioquia,LUNES A VIERNES,Carrera 30 No. 31 - 29,24380   41154   41216   41547   41576,6013821400
5712,DOSQUEBRADAS,Dosquebradas,Risaralda,LUNES A VIERNES,CRA 16 No. 27 - 08 Local 01 Centro Comercial Yellow,26470   43080   43090   43123   43129   43231   43341,6013821400
1507,DUITAMA,Duitama,Boyacá,LUNES A VIERNES,Calle 14 No 15-33/37-41,25833   25934   25935   47011   47042   47139   47163   47180   47181   47239   47254   47336   47398   47399   47440   47517   47518   47529,6013821400
5114,DURANIA,Durania,Norte de Santander,MARTES A SABADO,EDIF. FUENTES BARRIO CENTRO,45053   27118   45377,6013821400
1353,EBEJICO,Ebéjico,Antioquia,MARTES A SABADO,CALLE 20 No. 20-11/29/CARRERA 20 No. 20-11,24500   41094   41399   41421   41616,6013821400
6926,EL AGUILA,El Águila,Valle del Cauca,MARTES A SABADO,CRA. 2 # 7-02/09 Plaza Principal Edificio del Café,26191   43082   43291,6013821400
1320,EL BAGRE,El Bagre,Antioquia,LUNES A VIERNES,Carrera 48 No. 50-33,24330   41020   41249   41342   41351   41518,6013821400
4220,EL BANCO,El Banco,Magdalena,LUNES A VIERNES,Calle 6 No.8-51,25620   44078   44130   44149   44209   44216   44322   44347   44370,6013821400
2102,EL BORDO,Patía,Cauca,MARTES A VIERNES Y      SÁBADO,Carrera 5 frente a Palacio de Justicia,22310   46080   46187   46273   46364   46431   46456   46517,6013821400
5123,EL CARMEN,El Carmen,Norte de Santander,LUNES A VIERNES,Calle 8 N° 3-07,45026   27131   45332,6013821400
1230,EL CARMEN DE BOLIVAR,El Carmen de Bolivar,Bolívar,LUNES A VIERNES,Calle 22 No 52-34,25087   44013   44183   44232   44263   44292   44406   44439,6013821400
6080,EL CARMEN DE CHUCURI,El Carmen De Chucurí,Santander,LUNES A VIERNES,Calle 5 No. 3 - 06,45057   27909   45153   45164   45194   45340   45392,6013821400
4512,EL CASTILLO,El Castillo,Meta,LUNES A VIERNES,Calle 10 No.8-33 Centro,42043   21112   42355   42475,6013821400
6965,EL CERRITO,El Cerrito,Valle del Cauca,LUNES A VIERNES,Calle 7 No. 11 - 66,22690   46023   46360   46476   46481   46620   46638,6013821400
4826,EL CHARCO,El Charco,Nariño,LUNES A VIERNES,Cra.2 No. 10 a -10 Barrio El Carmen,46059   22917   46351   46411   46434   46495   46611,6013821400
1524,EL COCUY,El Cocuy,Boyacá,LUNES A VIERNES,Calle 8 No. 3 - 64,28480   47087   47182   47264   47494,6013821400
3124,EL COLEGIO,El Colegio,Cundinamarca,LUNES A VIERNES,Carrera 6 No. 9 – 50 / 58,21550   42134   42330   42399   42539   42580   42746,6013821400
2427,EL COPEY,El Copey,Cesar,LUNES A VIERNES,Calle 8 No.15-06 Local 1 Barrio Centro,23241   44077   44229   44257   44320   44342,6013821400
4223,EL DIFICIL,Ariguaní,Magdalena,LUNES A VIERNES,Calle 4 No. 5-120,25151   44032   44313   44399,6013821400
7520,EL DONCELLO,El Doncello,Caquetá,LUNES A VIERNES,CALLE 4 No 3 - 40 Barrio Centro,49097   25903   49313   49316   49336   49656   49670,6013821400
1526,EL ESPINO,El Espino,Boyacá,MARTES A VIERNES Y      SÁBADO,Calle 6 No. 4 -08,28285   47103   47525,6013821400
7525,EL PAUJIL,El Paujil,Caquetá,LUNES A VIERNES,CALLE 5 No 5 - 35 Barrio Centro,49057   28508   49314   49588   49671,6013821400
1448,EL PEÑOL,Peñol,Antioquia,MARTES A SABADO,Cra 18 No. 226 Parque Principal,41099   24770   41430   41630,6013821400
1348,EL RETIRO,Retiro,Antioquia,MARTES A SABADO,Calle 20 No. 19-13/19,24452   41039   41550   41556,6013821400
4828,EL ROSARIO,El Rosario,Nariño,MARTES A SABADO,Centro el Rosario,22920   46100   46463,6013821400
4875,EL TABLON DE GOMEZ,El Tablón,Nariño,MARTES A SABADO,Calle 4 No.3-24 Casa 4 Alcaldía Municipal,22961   46020   46267   46465   46633,6013821400
2101,EL TAMBO,El Tambo,Cauca,MARTES A SABADO,Calle 3 No. 3 -37,22005   46064   46158   46215   46216   46239   46318   46339   46422   46511,6013821400
4830,EL TAMBO,El Tambo,Nariño,MARTES A VIERNES Y      SÁBADO,Carrera 10 con Calle 5 - Barrio Colón,22001   46031   46225   46301   46494   46523   46590,6013821400
5110,EL ZULIA,El Zulia,Norte de Santander,LUNES A VIERNES,AVENIDA 2 No. 7 - 10 Centro,27410   45025   45315   45331   45348   45356   45382,6013821400
3921,ELIAS,Elías,Huila,MARTES A SABADO,Calle 2 Cra.5 Esquina,28957   49021   49164,6013821400
1359,ENVIGADO,Envigado,Antioquia,LUNES A VIERNES,Calle 38 Sur  No. 42-03,24520   41129   41203   41332   41339   41354   41439   41640   41680,6013821400
6635,ESPINAL,Espinal,Tolima,LUNES A VIERNES,Calle 9 No 4 - 49/51 Centro,28586   28587   49078   49147   49170   49195   49207   49269   49281   49383   49409   49434   49455   49466   49487   49529   49574,6013821400
900,FACATATIVA,Facatativá,Cundinamarca,LUNES A VIERNES,Carrera 3 No. 5-40,21450   21451   42064   42174   42217   42277   42358   42359   42368   42490   42650   42730   42731,6013821400
6622,FALAN,Falan,Tolima,MARTES A VIERNES Y      SÁBADO,Calle 6 No.3-60,49125   25979   49349   49508   49517,6013821400
5445,FILANDIA,Filandia,Quindio,MARTES A SABADO,CALLE 7 No 4 -52,26440   43030   43189   43352   43358,6013821400
7503,FLORENCIA,Florencia,Caquetá,LUNES A VIERNES,Carrera 13 A No. 11 - 15 y Calle 13 A No. 13 -14,28471   28472   28473   28474   49012   49055   49150   49181   49198   49250   49271   49352   49410   49444   49445   49447   49458   49523   49602   49679,6013821400
6050,FLORIAN,Florián,Santander,LUNES A VIERNES,CALLE 4 N°1B-153,28628   47023   47186   47482,6013821400
6943,FLORIDA,Florida,Valle del Cauca,LUNES A VIERNES,Calle 9 No. 20-01,22725   46077   46234   46454   46536   46621,6013821400
6015,FLORIDABLANCA,Floridablanca,Santander,LUNES A VIERNES,CRA. 8 N° 5-02,27520   27521   45044   45114   45156   45210   45211   45238   45367   45384   45420   45457   45480,6013821400
3130,FOMEQUE,Fomeque,Cundinamarca,MARTES A SABADO,Carrera 4 NO 4-55,42032   21560   42197   42201   42440   42450   42568,6013821400
2413,FONSECA,Fonseca,La Guajira,LUNES A VIERNES,CALLE 13 N. 19-57,25487   44039   44193   44448   44472,6013821400
7315,FORTUL,Fortul,Arauca,LUNES A VIERNES,CALLE 7 No. 23-17,42045   21870   42234   42482   42485   42574   42633,6013821400
3126,FOSCA,Fosca,Cundinamarca,LUNES A VIERNES,Calle  2 NO 1-51,42138   21231   42379   42403,6013821400
6651,FRESNO,Fresno,Tolima,MARTES A VIERNES Y      SÁBADO,Calle 3 No. 6 - 26,26219   49093   49398   49530   49579   49585   49692,6013821400
1420,FRONTINO,Frontino,Antioquia,MARTES A SABADO,Cra.32 No.28-61,24730   41159   41292   41307   41428   41631   41656,6013821400
4514,FUENTE DE ORO,Fuente De Oro,Meta,LUNES A VIERNES,Carrera  14 Centro,21114   42075   42205   42432   42476   42699,6013821400
4832,FUNES,Funes,Nariño,LUNES A VIERNES,Carrera 4 No. 4 - 133 /137,46117   22926   46165,6013821400
910,FUNZA,Funza,Cundinamarca,LUNES A VIERNES,Calle 13 No. 15 - 97,21460   42047   42169   42345   42587   42635   42646,6013821400
3166,FUSAGASUGA,Fusagasugá,Cundinamarca,LUNES A VIERNES,Carrera 4 No. 8 A - 10,21305   21306   21307   42012   42036   42327   42328   42331   42377   42443   42639   42652   42720,6013821400
3134,GACHALA,Gachala,Cundinamarca,LUNES A VIERNES,Carrera 4 No. 6-32/36,42090   21241   42401,6013821400
1528,GACHANTIVA,Gachantivá,Boyacá,LUNES A VIERNES,Palacio Mpal,28287   47033   47148,6013821400
3135,GACHETA,Gachetá,Cundinamarca,LUNES A VIERNES,Carrera 4 No. 4-27,21570   42120   42221   42260   42503   42511   42547   42618,6013821400
6320,GALERAS,Galeras,Sucre,LUNES A VIERNES,Cra.  5  Nº.  4-61,25093   44021   44307   44361   44404   44525,6013821400
6052,GAMBITA,Gambita,Santander,LUNES A VIERNES,Carrera 11  Parque Principal    Calle 4 No. 9-06,28634   47077,6013821400
1532,GAMEZA,Gameza,Boyacá,LUNES A VIERNES,CARRERA 4 No. 3-05,28230   47030   47150   47174   47368,6013821400
1534,GARAGOA,Garagoa,Boyacá,LUNES A VIERNES,Cra.10 No. 9 - 66 LOCAL 101,28511   28512   28513   47008   47082   47135   47147   47170   47240   47306   47365   47428   47449   47500,6013821400
3913,GARZON,Garzón,Huila,LUNES A VIERNES,Calle 7 No.9-55   /57,26263   26264   49087   49151   49203   49213   49256   49369   49462   49593   49634   49675,6013821400
3918,GIGANTE,Gigante,Huila,MARTES A VIERNES Y      SÁBADO,Cra.4 Calle 4 Esquina,28720   49016   49233   49451   49538   49571   49635   49636,6013821400
6913,GINEBRA,Ginebra,Valle del Cauca,LUNES A VIERNES,Calle 6 No 2-40 Centro,27820   46118   46298   46414,6013821400
3122,GIRARDOT,Girardot,Cundinamarca,LUNES A VIERNES,Carrera 14 N° 18-02 / Calle 18  N° 12 – 70,21601   21602   42006   42089   42222   42232   42329   42678   42679   42719,6013821400
1377,GIRARDOTA,Girardota,Antioquia,LUNES A VIERNES,Calle 6 No.. 14-26,24145   41075   41345   41383   41486   41684,6013821400
6011,GIRON,Girón,Santander,LUNES A VIERNES,Calle 30 # 25-13,27500   27501   45030   45144   45161   45341   45351   45359   45393,6013821400
1422,GOMEZ PLATA,Gómez Plata,Antioquia,MARTES A SABADO,Calle 50 No.49-13,24171   41061   41560,6013821400
5125,GRAMALOTE,Gramalote,Norte de Santander,MARTES A SABADO,Manzana 3 Lote 6 Centro Calle Real,27134   45052   45474,6013821400
1380,GRANADA,Granada,Antioquia,MARTES A SABADO,Calle 21Bolívar No.21-04/08,24152   41024   41281,6013821400
4517,GRANADA,Granada,Meta,LUNES A VIERNES,Calle 16 No. 12 - 09 Barrio Centro,21788   21789   21790   42013   42107   42206   42300   42363   42364   42411   42413   42431   42500   42527   42572   42641,6013821400
6053,GUACA,Guaca,Santander,MARTES A VIERNES Y      SÁBADO,Calle 4 No 4- 02 /08,45082   27176   45436,6013821400
6967,GUACARI,Guacarí,Valle del Cauca,LUNES A VIERNES,Calle 4 No. 8 - 42,22700   46103   46135   46475   46479   46534,6013821400
4816,GUACHUCAL,Guachucal,Nariño,LUNES A VIERNES,Calle 8 No. 5-37 Barrio Libertad a una cuadra del Parque,46032   22196   46228   46350   46354   46526   46605   46606,6013821400
6977,GUADALAJARA DE BUGA,Guadalajara de Buga,Valle del Cauca,LUNES A VIERNES,Carrera 14 No. 6-32,22730   46105   46251   46420   46498   46547   46598,6013821400
1378,GUADALUPE,Guadalupe,Antioquia,MARTES A SABADO,Calle 50 No.48-67/69,41023   41477   41527   27178,6013821400
6054,GUADALUPE,Guadalupe,Santander,LUNES A VIERNES,CRA. 4 N° 5-09,24150   45048   45146,6013821400
3920,GUADALUPE,Guadalupe,Huila,MARTES A VIERNES Y      SÁBADO,CRA 6 No 4 - 24,22729   49064   49190   49237   49426   49608,6013821400
3133,GUADUAS,Guaduas,Cundinamarca,LUNES A VIERNES,Calle 4 No. 4 A - 16,21237   42068   42265   42349   42540   42581   42615,6013821400
4836,GUAITARILLA,Guaitarilla,Nariño,LUNES A VIERNES,Calle Real 5 No. 2 – 28.,22931   46057   46167   46302   46408,6013821400
4515,GUAMAL,Guamal,Meta,LUNES A VIERNES,Calle 12 No.4-06/10,21780   42074   42284   42372   42410   42698   42726,6013821400
4230,GUAMAL,Guamal,Magdalena,LUNES A VIERNES,Carrera 5 No. 5 - 27,25154   44064   44199   44219   44409   44503,6013821400
6617,GUAMO,Guamo,Tolima,LUNES A VIERNES,Calle 9 No. 10-14 Barrio el Centro,26236   49111   49243   49350   49359   49599   49613,6013821400
2125,GUAPI,Guapi,Cauca,LUNES A VIERNES,Cra. 2 No.5-33 y 5-37,22136   46095   46219   46275   46343   46374   46432,6013821400
6324,GUARANDA,Guaranda,Sucre,LUNES A VIERNES,Carrera 5 # 6-05,25172   44057   44171   44315   44424   44458,6013821400
1379,GUARNE,Guarne,Antioquia,MARTES A SABADO,Calle 50 No. 50 -13/15,24610   41035   41353   41519   41687,6013821400
3136,GUASCA,Guasca,Cundinamarca,LUNES A VIERNES,Carrera 4 No.3-35/45,42070   21580   42243   42405   42472,6013821400
3137,GUATAVITA,Guatavita,Cundinamarca,LUNES A VIERNES,Plaza Civica -  Guatavita,21590   42137   42263   42571   42623,6013821400
1536,GUATEQUE,Guateque,Boyacá,LUNES A VIERNES,Cra. 7 No. 10 - 05,28520   47069   47128   47151   47152   47299   47370   47388   47450,6013821400
5765,GUATICA,Guática,Risaralda,LUNES A VIERNES,Carrera 6 No.9-15/17,26173   43072   43166   43289   43327   43328,6013821400
6055,GUAVATA,Guavatá,Santander,LUNES A VIERNES,Carrera 3 No. 4-30 BARRIO COLON,28333   47053   47330   47332,6013821400
6630,GUAYABAL,Guayabal,Tolima,LUNES A VIERNES,CARRERA 6 N° 5 - 39,28850   49066   49179   49510   49578,6013821400
3138,GUAYABAL DE SIQUIMA,Guayabal De Siquima,Cundinamarca,LUNES A VIERNES,Calle 3 No. 4 -03 Alcaldía Municipal,21243   42038   42193,6013821400
1538,GUAYATA,Guayatá,Boyacá,LUNES A VIERNES,Calle 4 No. 4 - 02,28295   47045   47317   47391,6013821400
6056,GUEPSA,Güepsa,Santander,LUNES A VIERNES,CRA. 5 N° 3-47,28638   47024   47164,6013821400
1540,GUICAN,Güicán,Boyacá,LUNES A VIERNES,Cra.3 No. 4 - 25,28297   47034   47526,6013821400
3139,GUTIERREZ,Gutiérrez,Cundinamarca,LUNES A VIERNES,Calle 5 NO 4-20,21245   42073   42282   42469,6013821400
5126,HACARI,Hacarí,Norte de Santander,LUNES A VIERNES,Calle 4 frente a las instalaciones del Palacio Municipal,27097   45087   45135   45335   45397,6013821400
8610,HATO COROZAL,Hato Corozal,Casanare,LUNES A VIERNES,Calle 12 No. 8-13,28519   47092   47168   47179   47333,6013821400
1360,HELICONIA,Heliconia,Antioquia,MARTES A SABADO,Carrera 20 No. 20-18,24137   41060   41552,6013821400
5127,HERRAN,Herrán,Norte de Santander,MARTES A SABADO,AVENIDA 3 N° 3-14 Sector los Balcones,27138   45041   45233,6013821400
6639,HERRERA Corregimiento (Del Municipio de Rioblanco - Tolima),Rioblanco,Tolima,MARTES A SABADO,Calle 3 No. 6 -11 Casa de la Justicia - Calle Principal,26242   49096   49439   49694,6013821400
6614,HERVEO,Herveo,Tolima,MARTES A SABADO,CALLE 4 No. 6 - 38,26187   43046   43270,6013821400
3922,HOBO,Hobo,Huila,MARTES A SABADO,Carrera 8 No. 5-36,26298   49075   49289   49495,6013821400
6610,HONDA,Honda,Tolima,LUNES A VIERNES,CARRERA 11 N° 14 -91/101,22870   49113   49309   49507   49546,6013821400
6601,IBAGUE,Ibagué,Tolima,LUNES A VIERNES,Calle 15 No.3-26,28114   28415   28416   28417,6013821400
6609,ICONONZO,Icononzo,Tolima,MARTES A SABADO,CRA. 6 # 7-01,25968   49023   49238   49575   49600,6013821400
4838,ILES,Iles,Nariño,LUNES A VIERNES,Avenida Ochoa - Calle 1a. No. 6-100,22934   46048   46166,6013821400
2120,INZA,Inzá,Cauca,MARTES A VIERNES Y      SÁBADO,CARRERA 5 N° 5A - 22,26200   49117   49286,6013821400
4806,IPIALES,Ipiales,Nariño,LUNES A VIERNES,Carrera 6 No.10-21 /27,21333   21334   21335   21336   46012   46112   46137   46189   46221   46247   46333   46352   46366   46385   46402   46412   46425   46435   46484   46485   46522   46543   46625,6013821400
3935,IQUIRA,Iquira,Huila,MARTES A SABADO,Carrera 7 No. 3 - 26 Barrio el Centro,49017   28995   49425   49642   49666,6013821400
3937,ISNOS,San José de Isnos,Huila,LUNES A VIERNES,Calle 5 # 3-60,49104   25906   49331   49355   49373   49427   49452   49641,6013821400
1305,ITAGÜI,Itagüi,Antioquia,LUNES A VIERNES,CALLE 85 N° 48-01 Bloque 31 Nivel 2,24090   41040   41189   41206   41235   41472   41508   41585,6013821400
1424,ITUANGO,Ituango,Antioquia,MARTES A SABADO,Carrera Santander con Calle Berrío Edif. del Café,24740   41078   41227   41561   41627,6013821400
2132,JAMBALO,Jambaló,Cauca,LUNES A VIERNES,Carrera 3a # 5-11,22172   46067   46272,6013821400
6928,JAMUNDÍ,Jamundí,Valle del Cauca,LUNES A VIERNES,Carrera 12 No. 10-19,22086   46106   46292   46362   46372   46622   46623,6013821400
1336,JARDIN,Jardín,Antioquia,MARTES A SABADO,Calle 9 con Carrera 3 esquina - Parque Principal,41092   24119   41276,6013821400
1535,JENESANO,Jenesano,Boyacá,LUNES A VIERNES,Carrera 2 No. 8 -26,28292   47049   47156   47476,6013821400
1393,JERICO,Jericó,Antioquia,MARTES A SABADO,Carrera 5 No. 7 - 41,41057   24160   41683,6013821400
6057,JESUS MARIA,Jesús María,Santander,LUNES A VIERNES,Carrera 5 # 5-41,28644   47118   47381,6013821400
1648,JUAN DE ACOSTA,Juan De Acosta,Atlántico,LUNES A VIERNES,Calle 7  Nº. 4-106,25420   44050   44189,6013821400
3140,JUNIN,Junín,Cundinamarca,LUNES A VIERNES,Carrera 4 No 2-13,21247   42072   42195   42525,6013821400
3928,LA ARGENTINA,La Argentina,Huila,MARTES A VIERNES Y      SÁBADO,CRA 5 No 5 - 60 Barrio Centro,49032   26266   49191   49293   49296   49496,6013821400
6058,LA BELLEZA,La Belleza,Santander,LUNES A VIERNES,Carrera 4 No 4-82/84,28646   47090   47165   47178   47534,6013821400
700,LA CALERA,La Calera,Cundinamarca,LUNES A VIERNES,Calle 7 No 3-40/46,21390   42076   42271   42366   42631   42715,6013821400
1370,LA CEJA,La Ceja,Antioquia,LUNES A VIERNES,Calle 20 No..20-58/64,41073   24570   41236   41250   41509   41619   41623,6013821400
5732,LA CELIA,La Celia,Risaralda,MARTES A SABADO,CRA. 2 No.2-182,26171   43071   43108   43157,6013821400
4840,LA CRUZ,La Cruz,Nariño,MARTES A SABADO,Calle 8 No. 10-70/78,46086   22936   46177   46376   46507   46585   46586,6013821400
6931,LA CUMBRE,La Cumbre,Valle del Cauca,MARTES A VIERNES Y      SÁBADO,Calle 4 No.1B-135,22976   46037   46293   46315,6013821400
5413,LA DORADA,La Dorada,Caldas,LUNES A VIERNES,Calle 13 N° 2-66,43052   26345   43106   43186   43187   43215   43311   43335   43348   43349,6013821400
1371,LA ESTRELLA,La Estrella,Antioquia,LUNES A VIERNES,Calle 80 Sur No. 60 - 26 Parque Principal,41155   24580   41217   41344   41520,6013821400
2437,LA GLORIA,La Gloria,Cesar,LUNES A VIERNES,Calle 2 No. 4 - 27 Barrio Calle Central,25136   44053   44248,6013821400
7910,LA HORMIGA,La Hormiga,Putumayo,LUNES A VIERNES,Carrera 6A No 9-47,25900   49085   49149   49187   49201   49211   49448   49485,6013821400
2442,LA JAGUA DE IBIRICO,La Jagua De Ibirico,Cesar,LUNES A VIERNES,Carrera  4 No. 6 - 07,25520   44016   44191   44343   44367   44382   44500,6013821400
4519,LA MACARENA,La Macarena,Meta,LUNES A VIERNES,Calle 5 No. 6 -09,42024   21120   42294   42554   42573   42628,6013821400
1846,LA MERCED,La Merced,Caldas,MARTES A SABADO,Calle 15 No. 6-20/22/26/28 Predio 4 Parque Principal,43041   26140   43147   43182   43255,6013821400
3142,LA MESA,La Mesa,Cundinamarca,LUNES A VIERNES,Calle 8 No. 18 - 17,21600   42066   42194   42231   42465   42546   42709,6013821400
7540,LA MONTAÑITA,La Montañita,Caquetá,LUNES A VIERNES,Carrera Quinta- Frente al Parque Principal,49041   26240   49520   49658,6013821400
3143,LA PALMA,La Palma,Cundinamarca,LUNES A VIERNES,Calle 4 con Carrera 4 esquina,42118   21610   42188   42299   42461   42710,6013821400
